t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0289,1,6,2,0,67.00,648.33,dwell,249.77,398.39,309.64,0,179.423,6.072,179.761,-12.25,24.41,147.01,-12.29,-5.33,172.16,54.163,54.549,-25.9415,-0.9492,249.77,398.39,-25.9415,-0.9492,,,0.24893,0
0.1268,1,6,2,0,67.00,648.33,dwell,241.05,378.40,321.19,0,179.326,6.106,179.386,-12.33,24.40,147.19,-12.47,-5.37,172.30,54.592,56.043,-25.4374,-0.9739,241.05,378.40,-25.6707,-0.9599,,,0.24418,0
0.2262,1,6,2,0,67.00,648.33,dwell,252.57,360.77,342.24,0,179.776,6.065,179.963,-12.39,24.39,147.02,-12.25,-5.41,172.35,54.442,54.398,-23.9889,1.5167,252.57,360.77,-24.4785,0.8701,,,0.25357,0
0.3262,1,6,2,0,67.00,648.33,dwell,213.09,418.36,272.45,0,179.548,6.130,179.475,-12.43,24.33,146.71,-12.35,-5.36,171.76,54.486,55.585,-27.7454,-1.0684,213.09,418.36,-26.8078,-0.1511,,,0.24563,0
0.4270,1,6,2,0,67.00,648.33,dwell,191.20,502.22,191.77,0,179.546,6.191,-179.900,-12.36,24.34,146.60,-12.51,-5.49,171.66,55.152,55.561,-30.1068,-2.9734,191.20,502.22,-29.5220,-2.3303,,,0.26385,0
0.5269,1,6,2,0,67.00,648.33,dwell,154.58,490.51,180.49,0,179.611,6.222,179.569,-12.36,24.38,146.50,-12.45,-5.18,171.59,55.165,55.059,-30.5931,-5.3240,154.58,490.51,-30.3800,-4.8160,,,0.23938,0
0.6279,1,6,2,0,67.00,648.33,dwell,146.92,551.94,125.21,0,179.639,6.267,-179.862,-12.46,24.42,146.48,-12.39,-5.19,171.50,53.971,55.045,-32.9218,-4.4947,146.92,551.94,-32.4950,-4.5741,,,0.23036,0
0.7286,1,6,2,0,67.00,648.33,dwell,135.03,598.55,84.30,0,-179.920,6.266,179.721,-12.38,24.38,146.73,-12.44,-5.52,171.98,54.654,54.819,-34.0991,-5.6196,135.03,598.55,-33.8171,-5.3612,,,0.24805,0
0.8278,1,6,2,0,67.00,648.33,dwell,115.19,605.37,64.56,1,179.686,6.223,-179.932,-12.34,24.40,146.44,-12.53,-5.37,171.68,54.269,55.146,-34.6427,-7.1564,115.19,605.37,-34.4717,-6.7705,,,0.25002,0
0.9268,1,6,2,0,67.00,648.33,dwell,94.86,601.11,54.83,1,179.699,6.306,-179.836,-12.41,24.36,146.30,-12.32,-5.33,171.21,54.686,55.925,-34.7516,-7.4663,94.86,601.11,-34.6794,-7.2974,,,0.25663,0
