t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0000,1,5,1,2,335.00,320.25,active,292.70,284.37,55.47,1,-175.714,3.939,-178.296,-9.08,34.42,129.99,-8.73,4.37,155.40,61.425,61.356,-26.3214,1.8625,305.63,228.73,-26.0563,2.1254,292.70,284.37,0.24558,0
0.0840,1,1,0,1,201.00,170.75,active,239.30,204.33,50.94,1,-175.140,4.184,-178.142,-7.71,35.86,131.64,-9.65,8.40,154.93,61.038,61.010,-23.4963,0.7019,248.84,161.69,-22.9283,-0.8635,239.30,204.33,0.26436,0
0.1650,1,2,0,2,335.00,170.75,active,291.24,203.08,54.40,1,-175.106,4.469,-178.317,-6.95,36.32,130.52,-12.20,3.78,155.00,61.240,60.639,-22.3344,1.7573,267.08,214.13,-23.0679,2.5462,291.24,203.08,0.26145,0
0.2604,1,5,1,2,335.00,320.25,active,316.67,262.66,60.44,1,-175.659,4.473,-178.329,-10.18,34.47,131.25,-10.26,4.74,154.36,61.296,61.250,-25.3385,5.6934,317.34,253.98,-25.6695,3.8044,316.67,262.66,0.26247,0
0.3666,1,2,0,2,335.00,170.75,active,327.97,218.42,48.19,1,-174.730,4.189,-178.101,-9.30,36.75,131.64,-11.69,5.44,154.93,61.608,59.739,-22.6957,1.6374,322.92,232.97,-23.9417,5.1763,327.97,218.42,0.25704,0
0.4852,1,4,1,1,201.00,320.25,active,262.58,277.75,74.83,1,-174.839,4.621,-178.119,-7.43,36.13,130.57,-9.64,5.06,154.81,61.425,60.854,-26.6776,2.6725,276.49,222.43,-25.0167,0.8883,262.58,277.75,0.25624,0
0.5821,1,2,0,2,335.00,170.75,active,317.84,228.14,59.90,1,-175.322,5.000,-178.165,-8.65,35.89,131.15,-10.61,8.13,156.03,60.393,60.424,-26.2154,2.8480,345.44,208.57,-24.2839,4.1541,317.84,228.14,0.26057,0
0.7001,1,4,1,1,201.00,320.25,active,251.46,272.65,69.37,1,-174.953,4.767,-178.365,-6.98,35.28,130.15,-9.43,4.77,156.48,62.609,60.092,-24.4182,2.2748,254.06,246.37,-25.3820,-0.6228,251.46,272.65,0.26149,0
0.7975,1,2,0,2,335.00,170.75,active,285.10,228.69,76.47,1,-174.270,4.017,-178.468,-7.40,36.42,132.45,-12.80,4.40,155.02,60.805,60.638,-24.3959,1.7945,307.45,239.35,-23.6340,2.5564,285.10,228.69,0.26397,0
0.8847,1,2,0,2,335.00,170.75,active,328.64,199.04,29.00,1,-174.922,4.081,-177.961,-9.24,36.55,131.17,-9.07,7.98,154.05,61.104,60.389,-22.1204,5.1256,327.22,137.36,-22.7932,4.5329,328.64,199.04,0.24196,0
0.9897,1,2,0,2,335.00,170.75,active,338.63,179.13,9.13,1,-176.262,3.936,-178.946,-8.39,35.03,130.98,-9.09,5.51,155.64,60.663,61.025,-21.7208,9.9593,341.43,184.20,-21.9753,5.9470,338.63,179.13,0.25024,0
1.0748,1,2,0,2,335.00,170.75,active,337.08,173.72,3.62,1,-174.291,4.635,-177.948,-10.38,36.15,130.70,-10.24,6.14,156.36,60.905,61.152,-22.8616,7.1971,323.43,164.81,-22.0604,4.9980,337.08,173.72,0.25394,0
1.1749,1,4,1,1,201.00,320.25,active,266.54,260.50,88.69,1,-174.976,5.216,-178.380,-11.68,36.20,130.76,-9.38,5.79,154.34,61.544,60.784,-24.8314,1.5490,250.16,301.64,-24.5196,0.9374,266.54,260.50,0.26216,0
1.2778,1,5,1,2,335.00,320.25,active,297.43,282.78,53.06,1,-175.811,4.617,-178.163,-9.28,34.78,131.26,-7.97,6.35,155.22,60.565,60.939,-26.6973,2.0327,288.52,258.08,-26.1359,3.1837,297.43,282.78,0.26275,0
1.3874,1,2,0,2,335.00,170.75,active,318.38,222.57,54.42,1,-175.366,4.267,-178.414,-10.19,35.84,130.57,-11.91,5.73,154.29,62.320,60.574,-21.8696,1.7195,284.38,212.81,-24.3976,4.3891,318.38,222.57,0.27697,0
1.4784,1,2,0,2,335.00,170.75,active,326.46,198.05,28.61,1,-174.016,4.307,-177.741,-9.96,35.66,130.90,-9.15,5.40,155.35,60.059,59.766,-19.7469,1.4137,331.73,202.41,-22.6996,4.6966,326.46,198.05,0.25786,0
1.5563,1,2,0,2,335.00,170.75,active,340.46,168.89,5.77,1,-174.714,4.637,-178.070,-10.04,35.27,131.05,-9.20,5.38,153.66,60.611,60.098,-22.4986,7.7006,352.12,186.55,-22.2136,5.4077,340.46,168.89,0.25680,0
1.6567,1,2,0,2,335.00,170.75,active,344.71,192.15,23.50,1,-174.297,4.909,-178.300,-11.31,36.45,130.67,-9.47,5.58,154.34,60.481,60.445,-19.4010,4.7002,306.34,202.36,-22.5100,5.3891,344.71,192.15,0.25816,0
1.7478,1,2,0,2,335.00,170.75,active,329.53,237.67,67.15,1,-175.042,4.627,-178.098,-9.61,35.87,131.42,-8.32,4.06,155.51,61.667,60.401,-23.4643,7.9525,324.03,228.89,-24.1782,4.5555,329.53,237.67,0.27365,0
1.8525,1,2,0,2,335.00,170.75,active,328.24,198.76,28.81,1,-174.284,4.499,-177.576,-8.94,35.55,131.67,-12.25,5.06,155.98,60.987,60.173,-24.2177,5.6912,361.90,215.73,-22.8730,4.6362,328.24,198.76,0.26317,0
1.9429,1,1,0,1,201.00,170.75,active,256.17,170.48,55.17,1,-176.207,3.965,-178.066,-10.62,36.69,128.23,-11.94,4.59,156.47,60.088,60.654,-24.2087,0.7325,261.04,210.80,-21.2159,0.0425,256.17,170.48,0.26204,0
2.0346,1,2,0,2,335.00,170.75,active,291.96,165.81,43.33,1,-175.147,4.843,-178.095,-11.47,36.25,130.85,-9.00,7.67,154.86,61.279,60.277,-23.7106,0.7426,274.25,196.69,-21.6687,2.0151,291.96,165.81,0.26732,0
2.1050,1,2,0,2,335.00,170.75,active,313.04,176.37,22.67,1,-175.778,4.365,-178.488,-8.57,35.89,130.70,-7.47,5.94,156.06,60.628,60.951,-24.3136,-1.8447,311.06,159.46,-22.2426,4.4260,313.04,176.37,0.24430,0
2.2044,1,2,0,2,335.00,170.75,active,333.61,243.98,73.25,1,-175.445,4.877,-177.785,-9.12,36.29,127.83,-11.24,3.73,154.91,60.459,59.915,-25.0025,5.9411,373.90,271.18,-24.6159,4.9014,333.61,243.98,0.22745,0
2.2851,1,2,0,2,335.00,170.75,active,332.31,209.72,39.07,1,-174.880,4.669,-177.965,-9.32,34.64,129.62,-9.16,5.73,155.12,60.854,60.188,-22.5149,4.2601,309.42,179.10,-23.2720,4.4409,332.31,209.72,0.25299,0
2.3729,1,2,0,2,335.00,170.75,active,346.39,168.36,11.63,1,-174.563,4.410,-177.807,-8.07,36.94,131.17,-10.09,6.53,155.98,60.857,60.830,-20.3063,9.8747,326.44,151.02,-21.8807,6.2667,346.39,168.36,0.24176,0
2.4527,1,2,0,2,335.00,170.75,active,337.89,169.17,3.29,1,-174.731,4.466,-178.701,-7.17,35.88,130.12,-10.03,4.78,155.75,61.184,60.840,-23.2343,8.0288,337.70,145.40,-21.9999,4.6935,337.89,169.17,0.25239,0
2.5426,1,2,0,2,335.00,170.75,active,334.92,162.86,7.90,1,-174.498,4.968,-178.416,-10.57,35.25,130.44,-12.67,6.48,155.61,61.258,61.152,-18.2798,1.3035,332.91,161.83,-21.2960,4.6967,334.92,162.86,0.26922,0
2.6494,1,2,0,2,335.00,170.75,active,336.31,170.06,1.48,1,-173.200,4.585,-178.666,-11.54,35.78,128.98,-10.74,3.49,157.27,60.454,61.610,-22.3294,1.1753,353.67,157.84,-22.1362,5.0286,336.31,170.06,0.25644,0
2.7416,1,2,0,2,335.00,170.75,active,350.09,153.52,22.91,1,-175.074,4.178,-178.305,-9.54,36.57,131.22,-10.17,5.28,156.76,61.361,61.385,-20.5255,4.2259,343.36,170.36,-21.0743,5.8282,350.09,153.52,0.26461,0
2.8526,1,2,0,2,335.00,170.75,active,341.64,153.74,18.26,1,-176.240,4.119,-178.344,-9.14,35.59,129.48,-9.29,5.15,155.52,61.188,60.623,-21.7770,0.3324,347.74,165.62,-21.1189,5.1449,341.64,153.74,0.25700,0
