t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0316,1,10,2,2,251.25,486.25,dwell,125.40,412.79,145.72,0,179.816,5.038,179.821,-18.61,22.27,145.13,-18.78,-6.63,170.11,55.193,55.996,-25.6799,-7.7909,125.40,412.79,-25.6799,-7.7909,,,0.23668,0
0.1313,1,10,2,2,251.25,486.25,dwell,166.49,397.27,122.89,0,-179.957,5.038,179.833,-18.69,22.29,144.95,-18.86,-6.53,169.97,55.818,56.755,-25.3586,-6.0955,166.49,397.27,-25.5174,-6.6274,,,0.22137,0
0.2315,1,10,2,2,251.25,486.25,dwell,176.30,418.15,101.27,0,-179.870,5.044,179.773,-18.67,22.29,145.01,-18.93,-6.64,170.35,55.285,55.164,-25.6643,-4.8147,176.30,418.15,-25.5826,-5.2483,,,0.19201,0
0.3309,1,10,2,2,251.25,486.25,dwell,170.20,436.42,95.14,0,179.767,5.064,179.595,-18.74,22.27,145.07,-18.79,-6.61,170.09,55.283,55.731,-27.0271,-6.0755,170.20,436.42,-26.5365,-5.7487,,,0.19166,0
0.4319,1,10,2,2,251.25,486.25,dwell,231.62,423.53,65.72,1,178.731,5.032,179.091,-18.61,22.26,144.82,-18.52,-6.67,169.88,55.437,56.269,-25.9112,-2.4221,231.62,423.53,-26.2285,-3.0760,,,0.20154,0
0.5316,1,10,2,2,251.25,486.25,dwell,234.68,461.50,29.79,1,179.785,4.970,179.626,-18.57,22.26,144.67,-18.60,-6.58,169.76,55.162,56.138,-27.5560,-3.0601,234.68,461.50,-27.1140,-3.0643,,,0.19595,0
0.6315,1,10,2,2,251.25,486.25,dwell,236.78,429.41,58.65,1,179.957,4.981,179.146,-18.52,22.22,144.57,-18.61,-6.56,169.52,56.064,56.515,-26.6693,-2.1279,236.78,429.41,-26.8765,-2.3744,,,0.20129,0
0.7313,1,10,2,2,251.25,486.25,dwell,234.46,441.56,47.74,1,179.391,5.015,179.014,-18.51,22.26,144.41,-18.64,-6.73,169.41,56.183,56.552,-27.8605,-2.8424,234.46,441.56,-27.5125,-2.6632,,,0.21657,0
0.8308,1,10,2,2,251.25,486.25,dwell,261.48,468.32,20.64,1,179.949,5.000,178.968,-18.53,22.27,144.25,-18.53,-6.48,169.18,56.117,56.875,-27.8417,-1.3134,261.48,468.32,-27.7193,-1.7082,,,0.20839,0
0.9310,1,10,2,2,251.25,486.25,dwell,267.69,458.20,32.51,1,179.738,5.037,179.797,-18.49,22.24,144.24,-18.54,-6.58,169.04,55.559,56.500,-27.8201,-0.1125,267.69,458.20,-27.7785,-0.4977,,,0.20411,0
