t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0000,1,4,1,1,201.00,320.25,active,267.97,289.16,73.83,1,-175.906,4.637,-177.949,-8.88,35.11,129.05,-8.09,4.83,155.68,61.409,60.439,-25.2335,5.3763,271.24,311.03,-25.9833,1.6094,267.97,289.16,0.26650,0
0.1093,1,4,1,1,201.00,320.25,active,141.18,246.46,94.99,1,-175.212,3.734,-177.945,-9.09,35.61,129.03,-11.64,4.38,154.25,61.768,59.710,-22.5672,-7.6112,141.94,257.36,-24.4600,-6.3088,141.18,246.46,0.24998,0
0.1898,1,4,1,1,201.00,320.25,active,171.79,273.69,54.97,1,-175.139,5.042,-178.702,-8.98,37.24,131.84,-11.88,4.78,154.41,61.152,60.071,-24.2070,-2.9079,175.38,262.37,-25.5031,-5.1396,171.79,273.69,0.25974,0
0.3042,1,4,1,1,201.00,320.25,active,188.81,280.90,41.19,1,-175.770,4.164,-178.225,-10.00,36.41,129.23,-10.06,5.00,154.25,61.086,61.081,-24.6966,-4.5664,193.69,260.50,-25.5539,-4.5547,188.81,280.90,0.25598,0
0.4056,1,4,1,1,201.00,320.25,active,205.88,307.40,13.75,1,-176.548,4.043,-178.109,-10.52,36.45,130.77,-10.50,5.49,155.24,60.888,60.959,-29.4638,-5.1411,228.53,298.17,-26.3990,-3.8250,205.88,307.40,0.27795,0
0.5143,1,4,1,1,201.00,320.25,active,200.39,318.31,2.03,1,-174.834,4.593,-178.704,-7.40,35.50,130.98,-10.23,4.95,154.13,61.016,61.063,-27.9036,-3.3679,177.02,361.57,-26.5080,-2.8887,200.39,318.31,0.25651,0
0.6118,1,4,1,1,201.00,320.25,active,199.03,307.29,13.10,1,-174.253,4.606,-177.754,-10.42,35.75,132.08,-9.43,3.93,153.11,61.425,60.837,-26.6438,2.9362,194.60,308.67,-26.1399,-2.9602,199.03,307.29,0.24241,0
0.7358,1,4,1,1,201.00,320.25,active,198.99,313.57,6.98,1,-175.556,4.757,-177.926,-10.00,34.41,131.11,-10.25,5.22,155.93,61.063,60.136,-26.5288,-7.1413,173.57,307.88,-26.8604,-3.5646,198.99,313.57,0.26606,0
0.8190,1,4,1,1,201.00,320.25,active,196.40,314.76,7.17,1,-175.329,4.966,-178.199,-9.93,35.21,130.16,-8.37,4.87,155.08,60.436,60.688,-29.0372,-2.3761,192.86,312.57,-27.1239,-3.5039,196.40,314.76,0.25369,0
0.9010,1,4,1,1,201.00,320.25,active,199.46,321.42,1.93,1,-175.715,4.503,-178.538,-9.08,37.30,131.47,-12.55,5.41,155.28,61.078,60.755,-25.8282,-6.0528,225.17,314.27,-27.4365,-3.5860,199.46,321.42,0.25517,0
0.9768,1,4,1,1,201.00,320.25,active,193.26,308.72,13.89,1,-174.582,4.028,-178.598,-8.41,35.98,128.37,-10.13,6.21,155.92,61.664,59.311,-25.0574,-1.4286,191.59,291.68,-26.3952,-3.3833,193.26,308.72,0.25903,0
1.0828,1,4,1,1,201.00,320.25,active,193.89,301.82,19.75,1,-174.988,4.811,-178.577,-9.97,35.77,130.70,-10.15,4.21,154.41,60.435,61.872,-23.8027,1.3092,222.68,337.22,-26.7026,-3.5685,193.89,301.82,0.25048,0
1.1768,1,4,1,1,201.00,320.25,active,196.25,315.05,7.04,1,-175.062,4.724,-178.173,-7.87,35.81,129.98,-9.81,6.58,153.85,60.901,61.011,-27.7280,-4.3558,179.06,326.84,-26.3901,-3.4297,196.25,315.05,0.27802,0
1.2796,1,4,1,1,201.00,320.25,active,202.77,316.05,4.55,1,-173.400,4.651,-178.439,-9.46,37.48,131.60,-10.47,6.60,155.26,61.600,59.609,-27.0132,-2.3106,231.83,310.70,-26.9315,-2.8276,202.77,316.05,0.25962,0
1.3630,1,4,1,1,201.00,320.25,active,198.03,316.10,5.10,1,-176.638,4.301,-177.948,-9.82,37.82,130.31,-10.91,3.65,155.62,61.941,59.728,-28.8735,-3.3551,194.87,320.92,-26.7457,-3.3344,198.03,316.10,0.25522,0
1.4445,1,4,1,1,201.00,320.25,active,186.90,324.74,14.80,1,-175.570,5.478,-178.854,-8.45,35.72,130.05,-7.95,4.78,154.38,59.958,60.811,-28.4868,-5.7092,178.67,272.09,-26.7069,-3.7593,186.90,324.74,0.26490,0
1.5344,1,4,1,1,201.00,320.25,active,210.80,334.29,17.12,1,-174.679,4.791,-178.204,-8.42,35.32,129.57,-9.73,5.19,154.64,60.414,60.013,-27.4495,-5.6746,213.16,341.59,-27.5850,-2.8851,210.80,334.29,0.26087,0
1.6199,1,4,1,1,201.00,320.25,active,206.92,323.06,6.55,1,-173.114,4.188,-178.482,-8.98,36.19,131.08,-12.06,6.41,155.38,60.846,60.440,-28.5427,0.5725,198.18,302.06,-26.8670,-3.2549,206.92,323.06,0.26216,0
1.7306,1,4,1,1,201.00,320.25,active,206.34,326.06,7.89,1,-175.804,4.458,-178.608,-10.76,36.63,130.69,-10.29,6.24,155.96,60.074,60.617,-26.1208,-3.0866,216.41,348.46,-27.0099,-3.3989,206.34,326.06,0.25422,0
1.8117,2,8,2,2,335.00,469.75,active,279.58,407.18,83.59,1,-174.400,4.229,-178.106,-7.87,35.39,131.47,-8.18,3.91,156.74,60.581,60.943,-27.8373,5.2535,258.67,397.94,-30.0410,2.6180,279.58,407.18,0.27055,0
1.9204,2,8,2,2,335.00,469.75,active,303.83,448.51,37.72,1,-174.536,4.548,-179.066,-8.30,36.40,130.16,-8.75,5.43,154.01,60.133,61.318,-30.0768,4.9264,321.70,447.15,-30.8435,2.8505,303.83,448.51,0.25785,0
