t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0204,1,9,2,1,150.75,486.25,dwell,215.94,385.21,120.25,0,179.390,7.348,-179.737,-17.73,21.11,143.21,-17.86,-8.31,168.17,56.796,57.091,-24.2040,-2.4521,215.94,385.21,-24.2040,-2.4521,,,0.22731,0
0.1209,1,9,2,1,150.75,486.25,dwell,211.07,388.40,114.95,0,179.873,7.406,179.868,-17.69,21.10,143.35,-17.68,-8.28,168.07,56.098,57.078,-25.6134,-2.8891,211.07,388.40,-25.1369,-2.6839,,,0.23950,0
0.2196,1,9,2,1,150.75,486.25,dwell,235.98,407.38,116.12,0,179.598,7.562,179.829,-17.64,21.09,143.49,-17.73,-8.31,168.36,57.269,57.219,-25.2650,-2.0082,235.98,407.38,-25.2153,-2.3319,,,0.24897,0
0.3185,1,9,2,1,150.75,486.25,dwell,189.15,425.19,72.13,1,179.600,7.649,-179.981,-17.70,21.08,143.86,-17.85,-8.36,168.54,55.796,56.858,-26.3789,-3.9039,189.15,425.19,-26.0201,-3.3540,,,0.25277,0
0.4187,1,9,2,1,150.75,486.25,dwell,186.71,427.48,68.90,1,179.586,7.636,179.569,-17.75,21.12,143.94,-17.83,-8.37,168.90,55.665,56.903,-26.3116,-4.4207,186.71,427.48,-26.2122,-4.1026,,,0.24682,0
0.5191,1,9,2,1,150.75,486.25,dwell,176.19,415.43,75.25,1,179.714,7.656,179.660,-17.76,21.08,143.98,-17.84,-8.54,168.79,56.385,56.467,-26.1756,-5.3864,176.19,415.43,-26.1905,-5.0513,,,0.24100,0
0.6194,1,9,2,1,150.75,486.25,dwell,178.52,434.00,59.17,1,179.537,7.544,179.973,-17.71,21.08,144.63,-17.82,-8.32,169.51,55.828,56.172,-26.9254,-4.4788,178.52,434.00,-26.6635,-4.7041,,,0.24430,0
0.7180,1,9,2,1,150.75,486.25,dwell,162.39,447.37,40.59,1,-179.824,7.506,179.736,-17.73,21.09,144.55,-17.67,-8.31,169.52,55.909,55.842,-27.2063,-5.1925,162.39,447.37,-27.0149,-5.0068,,,0.23574,0
0.8186,1,9,2,1,150.75,486.25,dwell,140.61,452.77,34.98,1,179.509,7.465,179.825,-17.71,21.15,144.61,-17.56,-8.24,169.78,55.494,55.866,-27.1977,-6.6134,140.61,452.77,-27.1274,-6.1770,,,0.25828,0
0.9204,1,9,2,1,150.75,486.25,dwell,135.81,429.13,59.04,1,-179.974,7.554,179.360,-17.68,21.18,144.49,-17.74,-8.08,169.68,56.413,56.477,-26.3563,-5.9572,135.81,429.13,-26.7598,-6.0367,,,0.24525,0
1.0196,1,9,2,1,150.75,486.25,capture,141.49,467.68,20.75,1,-179.742,7.577,179.840,-17.63,21.12,144.59,-17.62,-8.36,169.63,55.485,55.301,-28.5157,-7.0145,141.49,467.68,-27.9573,-6.7063,,,0.23544,0
1.1191,1,9,2,1,150.75,486.25,capture,143.31,450.94,36.08,1,179.107,7.514,-179.923,-17.71,21.11,144.54,-17.74,-8.31,169.57,55.718,56.626,-27.2355,-6.9681,143.31,450.94,-27.5961,-6.8763,,,0.23137,0
1.2202,1,9,2,1,150.75,486.25,capture,131.75,435.53,54.17,1,179.915,7.528,179.918,-17.72,21.18,144.84,-17.75,-8.41,170.13,55.283,55.618,-27.4162,-7.6582,131.75,435.53,-27.5181,-7.4071,,,0.23167,0
1.3218,1,9,2,1,150.75,486.25,capture,112.45,441.92,58.58,1,179.574,7.546,-179.670,-17.79,21.18,144.74,-17.97,-8.33,170.01,55.526,55.833,-26.8965,-7.7926,112.45,441.92,-27.1671,-7.6609,,,0.22115,0
1.4205,1,9,2,1,150.75,486.25,capture,132.96,449.50,40.83,1,-179.953,7.652,179.424,-17.85,21.15,144.55,-17.82,-8.39,169.76,55.673,55.699,-26.7991,-7.4049,132.96,449.50,-26.9542,-7.5200,,,0.25440,0
1.5212,1,9,2,1,150.75,486.25,capture,133.54,460.26,31.17,1,179.638,7.725,179.774,-17.84,21.15,144.22,-17.79,-8.20,169.44,56.039,55.234,-27.7306,-7.5098,133.54,460.26,-27.3479,-7.5148,,,0.23428,0
1.6198,1,9,2,1,150.75,486.25,capture,132.91,454.90,36.07,1,179.344,7.760,179.897,-17.73,21.20,144.09,-17.93,-8.15,169.15,55.690,56.919,-27.3734,-7.1946,132.91,454.90,-27.3601,-7.3689,,,0.24048,0
1.7169,1,9,2,1,150.75,486.25,capture,111.52,477.11,40.28,1,179.567,7.638,179.814,-17.75,21.18,143.89,-17.74,-8.27,168.82,57.102,57.219,-28.2189,-7.1017,111.52,477.11,-27.8835,-7.2345,,,0.23465,0
1.8127,1,9,2,1,150.75,486.25,capture,136.12,463.40,27.13,1,179.710,7.548,-179.825,-17.73,21.23,144.06,-17.78,-7.98,168.90,56.035,56.699,-28.2131,-6.4559,136.12,463.40,-28.0815,-6.7627,,,0.23023,0
1.9149,1,9,2,1,150.75,486.25,capture,119.37,434.42,60.59,1,179.724,7.576,-179.796,-17.67,21.23,143.99,-17.62,-8.25,168.91,55.457,56.829,-26.3876,-8.1564,119.37,434.42,-27.0106,-7.5850,,,0.23815,0
2.0144,1,9,2,1,150.75,486.25,capture,116.03,449.00,50.92,1,179.645,7.590,179.958,-17.66,21.24,143.80,-17.78,-8.13,168.65,56.135,55.977,-27.4119,-8.4205,116.03,449.00,-27.2091,-8.1281,,,0.22941,0
2.1113,1,9,2,1,150.75,486.25,capture,122.82,432.13,60.91,1,179.513,7.644,179.489,-17.68,21.29,143.96,-17.66,-7.93,169.17,55.895,57.139,-26.2274,-7.8130,122.82,432.13,-26.5929,-7.9603,,,0.20093,0
2.2110,1,9,2,1,150.75,486.25,capture,128.41,468.52,28.53,1,179.726,7.715,179.670,-17.70,21.29,143.82,-17.77,-8.13,168.72,56.300,56.615,-27.3936,-7.6244,128.41,468.52,-26.9550,-7.8133,,,0.18653,0
