t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0000,1,4,1,1,201.00,320.25,active,259.86,344.83,63.79,1,-174.696,4.665,-178.253,-9.77,36.23,129.03,-12.54,7.76,155.80,61.589,59.806,-30.0401,-2.9577,279.51,322.06,-27.7910,1.4251,259.86,344.83,0.24543,0
0.0795,1,5,1,2,335.00,320.25,active,292.90,334.61,44.48,1,-175.280,5.113,-178.114,-9.71,36.24,131.48,-10.22,6.10,154.96,61.416,59.401,-27.9284,6.0079,298.07,328.83,-26.8297,1.9895,292.90,334.61,0.25958,0
0.1790,1,5,1,2,335.00,320.25,active,320.55,253.28,68.51,1,-174.693,4.374,-178.307,-9.83,34.81,130.71,-10.52,4.39,154.46,61.776,61.443,-21.9720,4.3008,327.74,277.55,-24.7319,4.1230,320.55,253.28,0.24656,0
0.2909,1,4,1,1,201.00,320.25,active,239.24,284.37,52.43,1,-174.167,4.740,-178.618,-11.66,35.76,128.87,-10.27,3.73,154.90,60.841,61.018,-25.7963,-1.1485,236.94,314.94,-25.5608,-0.8043,239.24,284.37,0.26952,0
0.3681,1,5,1,2,335.00,320.25,active,299.33,382.71,71.93,1,-175.078,4.138,-178.712,-11.52,34.06,130.01,-11.01,6.18,153.79,60.258,60.901,-29.4457,3.5511,326.17,360.54,-29.3240,3.1971,299.33,382.71,0.25446,0
0.4854,1,5,1,2,335.00,320.25,active,311.71,348.57,36.67,1,-174.556,4.474,-178.805,-12.77,34.60,129.74,-9.59,4.14,155.26,60.619,60.227,-27.5890,6.2449,319.42,344.77,-27.6670,3.9539,311.71,348.57,0.27021,0
0.5906,1,5,1,2,335.00,320.25,active,326.86,329.66,12.44,1,-173.976,4.207,-178.310,-10.15,37.90,129.75,-11.97,4.91,155.14,61.138,60.560,-25.7506,1.7924,347.85,314.10,-27.2967,3.9301,326.86,329.66,0.24557,0
0.6768,1,4,1,1,201.00,320.25,active,257.55,328.29,57.12,1,-174.026,4.624,-178.130,-8.92,35.08,130.19,-9.11,4.93,155.82,60.904,61.325,-28.2712,-3.1166,274.16,324.83,-27.2060,0.6930,257.55,328.29,0.23844,0
0.7560,1,5,1,2,335.00,320.25,active,298.00,322.33,37.06,1,-175.726,4.415,-178.097,-9.63,34.49,129.80,-11.20,3.83,154.08,60.691,61.101,-24.9726,3.8924,320.60,324.62,-27.1927,2.7589,298.00,322.33,0.24176,0
0.8520,1,7,2,1,201.00,469.75,active,246.87,415.31,71.19,1,-175.199,4.264,-177.714,-11.09,34.91,132.60,-10.15,7.10,155.11,60.627,61.299,-29.5884,-3.2780,262.19,408.90,-29.9355,-0.1621,246.87,415.31,0.27956,0
0.9455,1,5,1,2,335.00,320.25,active,303.89,292.85,41.45,1,-173.427,4.179,-178.576,-7.59,34.60,130.50,-8.68,4.87,154.27,60.875,61.353,-27.3493,1.8002,323.52,260.78,-25.8150,3.5575,303.89,292.85,0.26731,0
1.0395,1,5,1,2,335.00,320.25,active,313.40,308.25,24.72,1,-173.565,4.354,-178.763,-11.11,35.54,131.05,-9.32,5.25,155.71,61.725,60.534,-28.9089,-1.2345,340.01,362.07,-26.3404,3.2423,313.40,308.25,0.25339,0
1.1350,1,5,1,2,335.00,320.25,active,320.15,305.94,20.62,1,-174.575,4.594,-178.379,-8.97,35.24,131.10,-11.25,6.50,156.57,60.103,59.485,-25.8417,4.5233,313.15,288.17,-26.1479,4.0705,320.15,305.94,0.24473,0
1.2385,1,5,1,2,335.00,320.25,active,330.28,324.44,6.31,1,-175.373,4.298,-178.215,-9.48,35.79,130.84,-11.50,5.61,154.30,61.839,60.292,-27.7968,8.7982,364.73,351.02,-27.6888,5.4247,330.28,324.44,0.25735,0
1.3477,1,5,1,2,335.00,320.25,active,321.88,323.06,13.42,1,-174.510,4.255,-178.128,-7.78,34.57,130.80,-12.37,5.21,154.02,60.740,59.776,-26.5361,5.2695,299.20,322.03,-27.3599,4.2393,321.88,323.06,0.25303,0
1.4481,1,5,1,2,335.00,320.25,active,321.46,311.64,16.04,1,-176.986,4.510,-177.841,-7.86,35.53,129.37,-11.03,6.02,154.32,61.000,60.093,-27.1040,5.2111,313.89,329.60,-26.8288,4.6874,321.46,311.64,0.25327,0
1.5436,1,5,1,2,335.00,320.25,active,330.69,324.53,6.08,1,-175.652,4.881,-178.372,-10.95,35.82,131.75,-10.08,3.30,155.11,61.210,61.140,-26.9688,4.3001,313.14,327.33,-27.6093,3.4966,330.69,324.53,0.24901,0
1.6453,1,5,1,2,335.00,320.25,active,336.64,330.39,10.27,1,-175.825,4.727,-178.121,-10.85,35.34,130.92,-11.20,5.03,155.97,61.509,61.397,-27.8997,3.5206,368.26,322.97,-27.4051,5.2575,336.64,330.39,0.24413,0
1.7496,1,5,1,2,335.00,320.25,active,345.91,327.91,13.32,1,-174.975,4.670,-178.290,-7.91,35.26,132.69,-8.13,6.40,154.14,61.429,60.886,-27.7357,6.6541,357.86,369.32,-26.8122,5.6813,345.91,327.91,0.25632,0
1.8612,1,5,1,2,335.00,320.25,active,347.63,329.15,15.45,1,-174.990,3.965,-177.797,-8.82,36.01,129.11,-9.66,5.98,153.79,60.158,60.474,-26.5854,5.4602,387.22,350.80,-27.4630,5.9767,347.63,329.15,0.25137,0
1.9539,1,5,1,2,335.00,320.25,active,347.83,322.28,12.99,1,-175.145,4.453,-178.314,-9.55,36.87,129.92,-9.31,7.30,156.63,60.166,60.700,-26.6562,5.3426,333.24,321.79,-27.1531,6.0084,347.83,322.28,0.24871,0
2.0420,1,5,1,2,335.00,320.25,active,340.74,328.46,10.02,1,-175.310,4.802,-178.242,-9.33,35.01,129.81,-11.18,4.13,155.94,61.028,60.266,-27.8487,5.5761,333.21,306.54,-27.3011,5.3255,340.74,328.46,0.24528,0
