t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0418,1,2,0,2,251.25,97.25,dwell,187.96,384.23,293.87,0,-179.654,6.513,-179.947,-17.36,21.39,145.78,-17.43,-7.83,171.43,54.260,55.452,-25.2515,-4.6069,187.96,384.23,-25.2515,-4.6069,,,0.25611,0
0.1419,1,2,0,2,251.25,97.25,dwell,190.04,399.82,308.70,0,-179.962,6.567,179.803,-17.40,21.41,146.00,-17.28,-7.84,171.63,54.979,55.812,-25.4329,-4.2732,190.04,399.82,-25.3378,-4.4370,,,0.26340,0
0.2427,1,2,0,2,251.25,97.25,dwell,202.68,318.62,226.64,0,-179.906,6.538,179.993,-17.39,21.44,146.13,-17.57,-7.89,171.61,54.520,55.377,-22.7236,-4.0405,202.68,318.62,-23.3949,-4.2149,,,0.24707,0
0.3414,1,2,0,2,251.25,97.25,dwell,218.58,278.24,183.91,0,179.733,6.536,-179.985,-17.40,21.41,146.21,-17.36,-7.88,171.51,55.159,55.289,-20.1851,-3.3273,218.58,278.24,-20.7447,-3.6441,,,0.22407,0
0.4437,1,2,0,2,251.25,97.25,dwell,215.61,222.10,129.84,0,-179.960,6.658,179.589,-17.33,21.40,146.43,-17.41,-8.01,172.01,54.871,55.425,-18.6849,-4.3016,215.61,222.10,-19.0247,-3.9505,,,0.23030,0
0.5437,1,2,0,2,251.25,97.25,dwell,233.31,211.91,116.05,0,179.619,6.528,-179.855,-17.37,21.39,146.54,-17.44,-7.99,172.17,53.826,54.780,-18.3818,-1.9796,233.31,211.91,-18.5137,-2.5448,,,0.24754,0
0.6445,1,2,0,2,251.25,97.25,dwell,249.49,192.82,95.59,1,-179.389,6.581,-179.203,-17.35,21.39,146.68,-17.30,-8.06,172.29,54.932,54.400,-17.8993,-1.3835,249.49,192.82,-18.0452,-1.6875,,,0.23721,0
0.7436,1,2,0,2,251.25,97.25,dwell,244.10,160.81,63.96,1,179.884,6.644,-179.696,-17.38,21.47,146.77,-17.28,-7.82,172.50,54.292,54.745,-17.0681,-1.4722,244.10,160.81,-17.3090,-1.5399,,,0.23722,0
0.8445,1,2,0,2,251.25,97.25,dwell,258.32,150.63,53.85,1,179.929,6.710,-179.668,-17.37,21.41,146.88,-17.35,-7.98,172.44,54.575,54.315,-15.7767,-0.8695,258.32,150.63,-16.1166,-1.0775,,,0.22137,0
0.9444,1,2,0,2,251.25,97.25,dwell,235.94,118.23,25.97,1,179.525,6.623,179.842,-17.44,21.44,146.97,-17.49,-7.87,172.41,54.700,54.475,-15.2822,-1.6924,235.94,118.23,-15.4842,-1.4025,,,0.21601,0
