# Per-cell
cell_idx,row,col,order,target_x_pt,target_y_pt,mean_dev_pt,mean_dev_deg,sd_pt,rms_pt,rms_deg,bias_pt,bias_deg,containment_pct,n_samples
0,0,0,12,-150.75,-291.75,37.72,1.701,27.81,27.81,1.254,31.94,1.441,97.30,37
1,0,1,4,-50.25,-291.75,18.52,0.836,19.22,19.22,0.867,7.88,0.356,100.00,37
2,0,2,14,50.25,-291.75,31.61,1.426,25.82,25.82,1.165,23.10,1.042,100.00,39
3,0,3,9,150.75,-291.75,30.41,1.372,18.94,18.94,0.854,26.48,1.194,97.14,35
4,1,0,2,-150.75,-97.25,40.07,1.808,25.07,25.07,1.131,35.04,1.581,88.57,35
5,1,1,15,-50.25,-97.25,42.21,1.904,24.73,24.73,1.116,38.57,1.740,97.50,40
6,1,2,6,50.25,-97.25,28.03,1.264,24.96,24.96,1.126,17.19,0.775,97.06,34
7,1,3,13,150.75,-97.25,37.61,1.696,17.99,17.99,0.811,34.88,1.573,100.00,35
8,2,0,10,-150.75,97.25,41.22,1.860,25.51,25.51,1.151,35.80,1.615,100.00,39
9,2,1,11,-50.25,97.25,46.51,2.098,14.18,14.18,0.639,45.36,2.046,100.00,34
10,2,2,16,50.25,97.25,44.30,1.998,23.69,23.69,1.069,40.99,1.849,92.50,40
11,2,3,1,150.75,97.25,35.99,1.624,24.55,24.55,1.107,31.20,1.407,95.00,40
12,3,0,7,-150.75,291.75,98.96,4.464,27.25,27.25,1.229,96.61,4.358,40.54,37
13,3,1,8,-50.25,291.75,110.13,4.968,32.34,32.34,1.459,107.21,4.836,35.14,37
14,3,2,3,50.25,291.75,118.97,5.367,33.95,33.95,1.531,116.32,5.247,20.00,40
15,3,3,5,150.75,291.75,99.27,4.478,34.26,34.26,1.545,95.80,4.321,48.57,35

# Samples
cell_idx,order,t_s,pred_x_pt,pred_y_pt,dev_x_pt,dev_y_pt,dev_pt,head_yaw_deg,head_pitch_deg,head_roll_deg
0,12,1.0000,-151.06,-288.80,-0.31,2.95,2.97,-178.927,3.804,-178.253
0,12,1.1085,-127.93,-266.32,22.82,25.43,34.17,-179.000,4.177,-178.600
0,12,1.2169,-184.02,-274.02,-33.27,17.73,37.70,-178.760,4.230,-178.474
0,12,1.3254,-163.81,-245.76,-13.06,45.99,47.81,-178.297,3.995,-177.752
0,12,1.4338,-181.19,-248.28,-30.44,43.47,53.06,-178.970,4.073,-178.351
0,12,1.5423,-199.18,-277.16,-48.43,14.59,50.59,-178.396,3.999,-178.771
0,12,1.6508,-148.78,-294.20,1.97,-2.45,3.14,-178.437,3.598,-179.046
0,12,1.7592,-180.74,-284.98,-29.99,6.77,30.74,-178.057,4.114,-179.225
0,12,1.8677,-184.49,-254.42,-33.74,37.33,50.32,-178.548,3.492,-178.461
0,12,1.9761,-178.95,-261.40,-28.20,30.35,41.43,-178.631,4.228,-177.889
0,12,2.0846,-175.44,-281.81,-24.69,9.94,26.61,-179.182,4.444,-178.806
0,12,2.1931,-178.76,-244.03,-28.01,47.72,55.34,-178.795,4.620,-178.912
0,12,2.3015,-147.90,-266.57,2.85,25.18,25.34,-179.264,3.713,-178.330
0,12,2.4100,-206.96,-267.41,-56.21,24.34,61.26,-178.579,4.377,-178.173
0,12,2.5184,-170.48,-275.75,-19.73,16.00,25.40,-178.808,4.162,-178.513
0,12,2.6269,-181.14,-226.30,-30.39,65.45,72.16,-178.892,3.851,-178.568
0,12,2.7354,-150.39,-270.25,0.36,21.50,21.50,-178.677,3.817,-178.214
0,12,2.8438,-181.07,-256.58,-30.32,35.17,46.43,-178.819,3.850,-178.390
0,12,2.9523,-123.20,-264.94,27.55,26.81,38.44,-178.396,4.392,-178.324
0,12,3.0607,-170.53,-270.16,-19.78,21.59,29.28,-178.495,4.182,-178.611
0,12,3.1692,-143.84,-265.76,6.91,25.99,26.90,-178.368,3.842,-178.584
0,12,3.2777,-148.94,-222.39,1.81,69.36,69.38,-178.477,4.376,-179.004
0,12,3.3861,-180.29,-243.49,-29.54,48.26,56.58,-178.458,4.181,-178.459
0,12,3.4946,-142.98,-278.94,7.77,12.81,14.99,-178.654,3.295,-178.953
0,12,3.6030,-150.96,-286.64,-0.21,5.11,5.11,-179.097,3.664,-179.352
