t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0445,1,7,1,3,351.75,291.75,dwell,229.38,392.63,158.59,0,-179.765,6.407,179.408,-17.64,21.86,145.82,-17.83,-7.48,171.37,54.812,55.822,-25.2316,-2.6443,229.38,392.63,-25.2316,-2.6443,,,0.25479,0
0.1474,1,7,1,3,351.75,291.75,dwell,197.94,393.36,184.34,0,-179.843,6.459,-179.997,-17.68,21.85,145.38,-17.78,-7.20,170.63,54.634,56.414,-24.7285,-4.2539,197.94,393.36,-24.9561,-3.7455,,,0.26942,0
0.2450,1,7,1,3,351.75,291.75,dwell,213.92,384.58,166.17,0,179.711,6.474,179.882,-17.66,21.85,145.38,-17.65,-7.28,170.66,55.806,56.116,-25.3891,-3.1635,213.92,384.58,-25.1541,-3.4451,,,0.25123,0
0.3474,1,7,1,3,351.75,291.75,dwell,250.99,374.38,130.31,0,179.487,6.477,179.425,-17.72,21.84,145.25,-17.79,-7.14,170.36,55.549,56.538,-24.3836,-2.2025,250.99,374.38,-24.7091,-2.6749,,,0.25536,0
0.4460,1,7,1,3,351.75,291.75,dwell,293.64,369.36,96.96,0,179.692,6.387,-179.952,-17.69,21.81,145.23,-17.72,-7.40,170.41,55.462,55.727,-24.8859,0.1307,293.64,369.36,-24.7951,-0.4774,,,0.26586,0
0.5458,1,7,1,3,351.75,291.75,dwell,294.92,329.31,68.12,0,179.359,6.346,-179.867,-17.74,21.83,145.28,-17.73,-7.38,170.60,55.501,55.794,-22.0027,0.8928,294.92,329.31,-22.6603,0.6013,,,0.26343,0
0.6439,1,7,1,3,351.75,291.75,dwell,305.56,318.22,53.24,1,179.623,6.334,-179.900,-17.75,21.81,145.00,-17.79,-7.22,170.15,55.527,56.251,-22.2887,0.8288,305.56,318.22,-22.3928,0.7677,,,0.25382,0
0.7436,1,7,1,3,351.75,291.75,dwell,340.36,335.50,45.21,1,179.837,6.219,179.572,-17.70,21.83,144.94,-17.82,-7.30,170.22,55.721,56.073,-23.3049,3.2486,340.36,335.50,-22.8750,2.7614,,,0.26845,0
0.8448,1,7,1,3,351.75,291.75,dwell,355.28,326.54,34.97,1,179.446,6.412,179.937,-17.75,21.87,144.94,-17.72,-7.20,170.30,56.483,55.321,-22.7804,3.5257,355.28,326.54,-22.8261,3.3555,,,0.27205,0
0.9407,1,7,1,3,351.75,291.75,dwell,363.06,343.39,52.87,1,-179.883,6.403,179.708,-17.70,21.85,144.85,-17.73,-7.44,169.74,55.674,56.920,-23.1551,3.2980,363.06,343.39,-22.9735,3.3155,,,0.25821,0
1.0423,1,7,1,3,351.75,291.75,capture,358.19,308.21,17.68,1,179.949,6.506,179.755,-17.66,21.85,144.90,-17.72,-7.24,170.02,55.503,55.923,-21.7210,1.7861,358.19,308.21,-22.1712,2.5268,,,0.26150,0
1.1413,1,7,1,3,351.75,291.75,capture,370.96,318.05,32.57,1,179.857,6.586,179.097,-17.62,21.85,145.23,-17.59,-7.19,170.21,56.343,55.910,-22.5377,2.8692,370.96,318.05,-22.3587,2.6847,,,0.25482,0
1.2406,1,7,1,3,351.75,291.75,capture,376.73,316.05,34.85,1,179.760,6.560,179.927,-17.63,21.83,145.63,-17.62,-7.18,171.00,55.772,54.953,-22.3130,4.0333,376.73,316.05,-22.3362,3.5770,,,0.25292,0
1.3404,1,7,1,3,351.75,291.75,capture,369.29,312.82,27.41,1,179.787,6.531,179.510,-17.68,21.82,145.24,-17.67,-7.18,170.55,55.485,54.972,-22.0626,4.1594,369.29,312.82,-22.1915,3.9647,,,0.24611,0
