t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0000,1,7,2,1,201.00,469.75,active,262.46,440.69,67.99,1,-176.111,4.145,-178.518,-8.59,36.08,129.68,-8.44,6.81,153.94,61.880,60.868,-32.6986,-0.9710,262.93,462.12,-30.9346,0.1676,262.46,440.69,0.25174,0
0.0955,1,8,2,2,335.00,469.75,active,298.24,468.80,36.78,1,-174.772,4.366,-177.938,-7.43,35.73,131.34,-8.78,4.91,154.57,60.425,60.910,-32.1470,4.0071,316.15,443.64,-32.2054,3.7439,298.24,468.80,0.26093,0
0.1919,1,8,2,2,335.00,469.75,active,311.62,466.58,23.59,1,-175.919,4.423,-178.926,-10.89,36.36,130.76,-10.32,2.88,154.90,61.001,61.818,-30.1744,4.2895,281.34,471.95,-31.7150,3.7858,311.62,466.58,0.25615,0
0.2879,1,8,2,2,335.00,469.75,active,321.34,526.65,58.52,1,-174.876,3.597,-178.839,-6.19,36.99,133.15,-13.16,5.36,155.06,61.338,61.420,-35.7082,3.1327,306.81,556.86,-33.3861,4.1079,321.34,526.65,0.26219,0
0.3862,1,11,3,2,335.00,619.25,active,340.81,567.93,51.65,1,-174.310,5.043,-178.435,-8.10,35.37,130.14,-12.41,5.79,156.08,61.298,61.921,-35.6233,4.5964,334.71,568.54,-34.9532,5.0326,340.81,567.93,0.25359,0
0.4855,1,8,2,2,335.00,469.75,active,321.61,530.18,61.90,1,-175.063,4.850,-178.615,-8.51,34.38,132.01,-9.16,5.43,157.10,61.139,60.883,-31.7378,4.7426,310.38,468.53,-33.6546,4.1583,321.61,530.18,0.25507,0
0.5917,1,8,2,2,335.00,469.75,active,331.99,496.33,26.75,1,-174.420,4.227,-178.688,-8.84,36.49,128.85,-9.93,4.88,154.12,59.529,59.691,-30.2244,4.3625,332.75,499.32,-32.7042,4.5800,331.99,496.33,0.26152,0
0.6926,1,7,2,1,201.00,469.75,active,241.88,470.71,40.89,1,-173.268,4.451,-178.380,-11.73,35.82,128.89,-11.83,4.30,153.83,61.012,60.319,-33.1289,-1.8168,247.42,479.18,-31.6249,-0.4047,241.88,470.71,0.26079,0
0.7695,1,11,3,2,335.00,619.25,active,297.20,565.82,65.44,1,-172.997,4.295,-178.208,-7.56,36.04,130.83,-10.29,7.04,155.21,60.803,60.762,-35.3056,4.0656,314.04,551.59,-35.1136,3.7087,297.20,565.82,0.26275,0
0.8709,1,8,2,2,335.00,469.75,active,313.54,506.48,42.54,1,-174.932,4.676,-178.833,-8.18,36.20,129.96,-9.93,5.95,157.03,60.675,59.136,-33.9466,4.9999,302.70,515.10,-32.7418,4.1661,313.54,506.48,0.24639,0
