t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0349,1,2,0,2,335.00,129.67,dwell,185.13,385.40,296.41,0,-179.872,4.425,179.858,-16.83,24.03,143.71,-16.93,-5.68,168.08,56.762,55.775,-26.4361,-5.0163,185.13,385.40,-26.4361,-5.0163,,,0.24055,0
0.1332,1,2,0,2,335.00,129.67,dwell,170.68,360.52,283.36,0,179.937,4.373,179.865,-16.80,24.05,143.79,-16.58,-5.56,168.20,56.057,56.511,-25.7258,-4.5641,170.68,360.52,-26.0296,-4.7773,,,0.23900,0
0.2329,1,2,0,2,335.00,129.67,dwell,194.60,368.77,277.28,0,179.816,4.327,179.875,-16.74,24.06,143.76,-16.86,-5.63,168.29,56.662,56.302,-26.1083,-3.1963,194.60,368.77,-26.0700,-3.6714,,,0.24516,0
0.3329,1,2,0,2,335.00,129.67,dwell,243.88,281.85,177.37,0,179.718,4.316,179.980,-16.78,24.14,144.02,-16.65,-5.52,168.64,56.135,56.295,-22.3411,-1.2698,243.88,281.85,-23.0714,-1.7740,,,0.25128,0
0.4317,1,2,0,2,335.00,129.67,dwell,234.71,240.99,149.83,0,179.687,4.344,-179.994,-16.86,24.17,144.18,-16.97,-5.64,168.76,57.341,56.047,-21.3211,-1.4694,234.71,240.99,-21.6537,-1.5488,,,0.23956,0
0.5316,1,2,0,2,335.00,129.67,dwell,261.86,239.08,131.61,0,179.793,4.350,179.667,-16.76,24.10,144.38,-16.73,-5.61,169.11,57.016,56.216,-20.2580,-0.2753,261.86,239.08,-20.5305,-0.5835,,,0.24368,0
0.6303,1,2,0,2,335.00,129.67,dwell,275.05,214.28,103.70,1,-179.616,4.312,-179.969,-16.81,24.14,144.51,-16.96,-5.62,169.00,56.145,55.595,-19.4964,0.7008,275.05,214.28,-19.7179,0.4005,,,0.23101,0
0.7316,1,2,0,2,335.00,129.67,dwell,285.63,200.92,86.68,1,179.406,4.269,179.312,-16.87,24.13,144.34,-16.93,-5.73,168.96,55.682,56.680,-19.1953,1.0297,285.63,200.92,-19.3245,0.8679,,,0.25400,0
0.8320,1,2,0,2,335.00,129.67,dwell,288.19,217.80,99.80,1,179.993,4.257,179.835,-16.84,24.11,144.04,-16.80,-5.69,168.48,57.060,56.464,-20.9771,1.4250,288.19,217.80,-20.0467,1.2669,,,0.25355,0
0.9338,1,2,0,2,335.00,129.67,dwell,304.87,208.96,84.83,1,-179.667,4.346,-179.651,-16.79,24.08,144.07,-16.77,-5.77,168.61,56.305,56.430,-18.9411,2.6136,304.87,208.96,-19.3499,2.2782,,,0.25314,0
1.0362,1,2,0,2,335.00,129.67,capture,307.18,247.72,121.29,1,179.894,4.312,-179.865,-16.80,24.14,143.83,-16.77,-5.62,168.52,56.323,56.059,-20.5088,2.5398,307.18,247.72,-19.9812,2.4622,,,0.25991,0
1.1321,1,2,0,2,335.00,129.67,capture,346.49,180.72,52.33,1,179.589,4.130,179.621,-16.77,24.16,143.81,-17.01,-5.64,168.17,56.027,57.479,-18.0996,4.8637,346.49,180.72,-18.7205,4.3466,,,0.24230,0
1.2312,1,2,0,2,335.00,129.67,capture,309.06,164.98,43.82,1,-179.771,4.224,179.737,-16.83,24.17,144.09,-16.90,-5.85,168.81,56.364,55.643,-18.0504,3.0178,309.06,164.98,-18.2634,3.5523,,,0.24870,0
1.3321,1,2,0,2,335.00,129.67,capture,308.84,218.26,92.37,1,179.991,4.305,179.791,-16.87,24.17,144.45,-16.85,-5.65,169.18,56.193,56.215,-20.0163,2.5111,308.84,218.26,-19.2814,2.9868,,,0.23327,0
1.4307,1,2,0,2,335.00,129.67,capture,296.07,170.60,56.49,1,-179.931,4.354,179.940,-16.85,24.08,144.30,-16.96,-5.70,168.89,56.215,54.800,-18.6114,1.6167,296.07,170.60,-18.9585,2.0511,,,0.23513,0
1.5287,1,2,0,2,335.00,129.67,capture,308.95,194.60,69.96,1,179.534,4.366,-179.708,-16.91,24.13,144.19,-16.91,-5.73,168.48,56.290,56.795,-18.4485,1.7741,308.95,194.60,-18.6721,1.8716,,,0.23000,0
1.6300,1,2,0,2,335.00,129.67,capture,327.72,220.82,91.44,1,179.763,4.452,-179.708,-16.96,24.13,144.15,-16.97,-5.71,168.80,56.730,55.629,-19.9778,2.7971,327.72,220.82,-19.4633,2.2997,,,0.23240,0
1.7306,1,2,0,2,335.00,129.67,capture,311.26,136.73,24.77,1,-179.254,4.505,179.792,-16.99,24.13,144.22,-17.06,-5.77,168.80,56.708,56.393,-17.7146,2.4084,311.26,136.73,-18.3444,2.3515,,,0.24890,0
1.8311,1,2,0,2,335.00,129.67,capture,330.61,178.83,49.36,1,179.315,4.417,179.078,-16.92,24.19,144.54,-16.93,-5.53,169.24,56.329,56.507,-18.5290,3.6225,330.61,178.83,-18.4460,3.1891,,,0.22855,0
1.9276,1,2,0,2,335.00,129.67,capture,320.09,155.23,29.59,1,179.213,4.362,179.827,-16.82,24.21,144.75,-16.86,-5.52,169.41,55.716,55.773,-17.2012,3.1484,320.09,155.23,-17.6107,3.1654,,,0.24094,0
2.0306,1,2,0,2,335.00,129.67,capture,308.57,177.43,54.59,1,179.792,4.460,-179.964,-16.78,24.22,144.87,-16.82,-5.48,169.53,54.666,55.955,-18.5435,3.1231,308.57,177.43,-18.0312,3.1425,,,0.22865,0
2.1320,1,2,0,2,335.00,129.67,capture,301.19,159.88,45.34,1,179.638,4.349,-179.954,-16.68,24.26,145.21,-16.77,-5.50,170.04,53.839,56.108,-17.3838,2.7753,301.19,159.88,-17.6598,2.9748,,,0.23717,0
2.2325,1,2,0,2,335.00,129.67,capture,336.08,180.47,50.81,1,-179.855,4.350,179.107,-16.70,24.25,144.90,-16.69,-5.56,169.53,55.318,55.799,-18.7908,3.6459,336.08,180.47,-18.3131,3.3519,,,0.22858,0
2.3340,1,2,0,2,335.00,129.67,capture,311.02,177.85,53.82,1,179.629,4.260,179.900,-16.78,24.25,144.31,-16.71,-5.60,168.79,56.866,56.037,-19.2130,3.0393,311.02,177.85,-18.9040,3.2109,,,0.23516,0
2.4345,1,2,0,2,335.00,129.67,capture,351.07,186.04,58.62,1,179.770,4.146,-179.837,-16.77,24.20,144.41,-16.91,-5.61,169.39,55.316,56.159,-17.9323,4.2870,351.07,186.04,-18.4467,3.8896,,,0.25025,0
2.5325,1,2,0,2,335.00,129.67,capture,306.50,163.98,44.61,1,-179.955,4.245,179.666,-16.67,24.19,144.30,-16.62,-5.47,168.87,56.354,56.014,-17.5262,3.5449,306.50,163.98,-17.8817,3.7153,,,0.23430,0
2.6326,1,2,0,2,335.00,129.67,capture,317.88,187.31,60.13,1,179.951,4.156,-179.982,-16.73,24.12,145.05,-16.65,-5.52,169.83,54.837,55.626,-19.0197,3.8444,317.88,187.31,-18.4995,3.7812,,,0.25187,0
2.7331,1,2,0,2,335.00,129.67,capture,310.25,159.77,38.97,1,-179.935,4.148,179.838,-16.81,24.07,144.22,-16.78,-5.75,168.64,57.931,56.616,-17.1681,2.6154,310.25,159.77,-17.6753,3.0685,,,0.23626,0
2.8345,1,2,0,2,335.00,129.67,capture,332.38,219.60,89.97,1,179.922,4.135,-179.627,-16.82,24.10,143.91,-16.75,-5.63,168.32,56.129,56.577,-20.0756,3.8086,332.38,219.60,-19.3448,3.4182,,,0.23055,0
2.9334,1,2,0,2,335.00,129.67,capture,305.51,216.96,92.14,1,179.585,4.155,179.992,-16.80,24.09,144.28,-16.78,-5.62,168.84,56.311,55.677,-20.0890,3.1521,305.51,216.96,-19.8626,3.2928,,,0.23894,0
3.0356,2,3,1,0,67.00,389.00,dwell,314.72,142.27,349.63,0,179.684,4.112,-179.932,-16.80,24.07,144.42,-16.82,-5.61,168.86,55.529,55.945,-16.3305,3.0890,314.72,142.27,-17.2509,3.1890,,,0.24785,0
3.1365,2,3,1,0,67.00,389.00,dwell,305.01,231.08,285.64,0,179.551,4.167,179.898,-16.87,24.05,144.40,-16.82,-5.76,169.15,55.397,55.834,-20.5001,2.2003,305.01,231.08,-19.5107,2.5578,,,0.24001,0
3.2389,2,3,1,0,67.00,389.00,dwell,280.85,192.63,290.33,0,179.709,4.248,-179.869,-16.92,24.04,144.35,-16.88,-5.75,169.03,55.458,56.094,-19.2652,1.0213,280.85,192.63,-19.3634,1.4348,,,0.26602,0
