# Per-cell
cell_idx,row,col,order,target_x_pt,target_y_pt,mean_dev_pt,mean_dev_deg,sd_pt,rms_pt,rms_deg,bias_pt,bias_deg,containment_pct,n_samples
0,0,0,10,-150.75,-291.75,32.43,1.463,20.13,20.13,0.908,29.01,1.308,97.22,36
1,0,1,5,-50.25,-291.75,44.51,2.008,21.85,21.85,0.986,41.22,1.859,100.00,34
2,0,2,7,50.25,-291.75,27.82,1.255,21.17,21.17,0.955,22.65,1.021,100.00,37
3,0,3,4,150.75,-291.75,29.22,1.318,23.06,23.06,1.040,22.92,1.034,89.74,39
4,1,0,16,-150.75,-97.25,37.87,1.708,24.38,24.38,1.100,33.93,1.531,86.11,36
5,1,1,14,-50.25,-97.25,40.90,1.845,23.10,23.10,1.042,38.08,1.718,97.22,36
6,1,2,2,50.25,-97.25,44.65,2.014,26.37,26.37,1.189,40.81,1.841,94.44,36
7,1,3,11,150.75,-97.25,48.83,2.203,24.71,24.71,1.115,45.20,2.039,97.06,34
8,2,0,15,-150.75,97.25,49.03,2.212,21.53,21.53,0.971,46.89,2.115,94.87,39
9,2,1,13,-50.25,97.25,44.14,1.991,26.62,26.62,1.201,40.11,1.809,94.29,35
10,2,2,12,50.25,97.25,34.08,1.537,27.75,27.75,1.252,23.69,1.069,94.12,34
11,2,3,8,150.75,97.25,69.55,3.137,28.73,28.73,1.296,66.68,3.008,90.00,40
12,3,0,9,-150.75,291.75,106.88,4.821,31.48,31.48,1.420,104.67,4.722,39.47,38
13,3,1,3,-50.25,291.75,101.31,4.570,28.70,28.70,1.295,98.96,4.464,45.00,40
14,3,2,6,50.25,291.75,105.62,4.765,29.55,29.55,1.333,103.16,4.653,38.24,34
15,3,3,1,150.75,291.75,70.20,3.167,24.61,24.61,1.110,68.15,3.074,97.37,38

# Samples
cell_idx,order,t_s,pred_x_pt,pred_y_pt,dev_x_pt,dev_y_pt,dev_pt,head_yaw_deg,head_pitch_deg,head_roll_deg
0,10,1.0000,-153.10,-319.13,-2.35,-27.38,27.48,-178.373,3.565,-178.276
0,10,1.1085,-156.62,-327.32,-5.87,-35.57,36.05,-178.759,3.748,-178.526
0,10,1.2169,-159.37,-300.14,-8.62,-8.39,12.03,-178.760,3.763,-178.483
0,10,1.3254,-165.01,-302.33,-14.26,-10.58,17.76,-178.636,4.091,-178.951
0,10,1.4338,-183.34,-309.84,-32.59,-18.09,37.28,-178.732,4.216,-178.836
0,10,1.5423,-159.58,-314.33,-8.83,-22.58,24.25,-179.061,3.561,-178.919
0,10,1.6508,-149.19,-301.63,1.56,-9.88,10.00,-178.391,3.992,-178.257
0,10,1.7592,-184.60,-300.63,-33.85,-8.88,35.00,-178.752,3.720,-178.387
0,10,1.8677,-190.12,-311.34,-39.37,-19.59,43.98,-178.171,3.830,-178.175
0,10,1.9761,-166.17,-317.48,-15.42,-25.73,30.00,-178.128,3.967,-178.640
0,10,2.0846,-172.01,-306.67,-21.26,-14.92,25.98,-178.890,3.432,-178.685
0,10,2.1931,-141.40,-311.76,9.35,-20.01,22.09,-178.710,3.633,-178.820
0,10,2.3015,-172.88,-322.48,-22.13,-30.73,37.87,-178.202,4.141,-178.077
0,10,2.4100,-180.21,-297.04,-29.46,-5.29,29.93,-178.382,3.589,-178.236
0,10,2.5184,-182.40,-325.16,-31.65,-33.41,46.02,-179.232,3.765,-178.387
0,10,2.6269,-196.45,-297.31,-45.70,-5.56,46.04,-178.787,3.786,-177.535
0,10,2.7354,-175.28,-296.79,-24.53,-5.04,25.04,-178.251,4.442,-178.872
0,10,2.8438,-166.62,-288.20,-15.87,3.55,16.26,-178.782,4.117,-178.306
0,10,2.9523,-177.44,-319.33,-26.69,-27.58,38.38,-178.573,4.085,-177.985
0,10,3.0607,-169.78,-305.23,-19.03,-13.48,23.32,-178.290,3.916,-178.430
0,10,3.1692,-208.33,-328.10,-57.58,-36.35,68.09,-178.249,3.382,-178.212
0,10,3.2777,-169.46,-312.36,-18.71,-20.61,27.84,-178.452,4.252,-178.477
0,10,3.3861,-168.40,-328.75,-17.65,-37.00,40.99,-179.040,3.727,-178.443
0,10,3.4946,-188.09,-327.29,-37.34,-35.54,51.54,-178.609,4.309,-178.203
0,10,3.6030,-186.22,-319.36,-35.47,-27.61,44.95,-178.622,4.035,-178.961
0,10,3.7115,-188.21,-284.96,-37.46,6.79,38.07,-178.864,3.877,-178.442
0,10,3.8200,-182.91,-297.61,-32.16,-5.86,32.69,-178.417,3.558,-178.525
0,10,3.9284,-155.01,-295.39,-4.26,-3.64,5.60,-178.198,3.515,-178.069
0,10,4.0369,-164.24,-329.60,-13.49,-37.85,40.18,-178.295,4.293,-178.397
0,10,4.1453,-149.68,-307.09,1.07,-15.34,15.38,-178.700,4.172,-178.358
0,10,4.2538,-171.67,-301.68,-20.92,-9.93,23.15,-178.843,3.647,-178.911
0,10,4.3623,-148.17,-304.51,2.58,-12.76,13.02,-178.881,4.033,-178.669
0,10,4.4707,-185.34,-341.04,-34.59,-49.29,60.22,-178.749,4.388,-178.385
0,10,4.5792,-157.87,-329.13,-7.12,-37.38,38.06,-178.500,3.615,-178.269
0,10,4.6876,-166.78,-319.28,-16.03,-27.53,31.85,-178.378,3.842,-178.524
0,10,4.7961,-182.69,-331.72,-31.94,-39.97,51.16,-178.993,3.779,-178.384
1,5,1.0000,-65.94,-247.81,-15.69,43.94,46.66,-178.563,4.212,-178.712
1,5,1.1085,-46.07,-230.81,4.18,60.94,61.08,-178.687,3.796,-178.624
1,5,1.2169,-63.64,-244.10,-13.39,47.65,49.49,-178.612,4.186,-178.227
1,5,1.3254,-56.09,-238.45,-5.84,53.30,53.62,-179.095,3.463,-178.728
1,5,1.4338,-53.31,-241.75,-3.06,50.00,50.09,-178.762,3.846,-178.592
1,5,1.5423,-40.94,-248.38,9.31,43.37,44.36,-179.100,3.836,-178.464
1,5,1.6508,-35.97,-244.23,14.28,47.52,49.62,-178.768,3.900,-178.628
1,5,1.7592,-63.32,-237.96,-13.07,53.79,55.35,-178.650,3.912,-178.678
1,5,1.8677,-50.20,-227.84,0.05,63.91,63.91,-178.067,4.417,-178.011
1,5,1.9761,-40.37,-238.32,9.88,53.43,54.34,-178.736,3.810,-178.339
1,5,2.0846,-88.83,-237.74,-38.58,54.01,66.37,-178.887,3.956,-178.387
1,5,2.1931,-71.44,-282.39,-21.19,9.36,23.17,-178.462,3.470,-178.265
