t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0000,1,5,1,2,335.00,320.25,active,283.48,284.66,62.62,1,-174.147,4.566,-178.140,-10.58,34.04,129.81,-9.24,5.57,155.78,60.419,60.495,-27.7979,-0.0109,289.93,290.39,-25.6473,1.4998,283.48,284.66,0.24213,0
0.0935,1,1,0,1,201.00,170.75,active,153.74,218.16,66.94,1,-174.560,5.180,-178.018,-10.35,35.78,130.40,-10.90,7.94,153.65,61.118,60.425,-24.2194,-10.2479,105.42,233.13,-23.3000,-6.8110,153.74,218.16,0.25938,0
0.1931,1,1,0,1,201.00,170.75,active,168.55,191.50,38.52,1,-174.412,4.529,-178.217,-11.38,36.64,130.35,-13.48,3.19,156.00,61.077,60.949,-21.1890,-7.1541,184.69,205.83,-23.0345,-4.6302,168.55,191.50,0.26625,0
0.3062,1,3,1,0,67.00,320.25,active,127.74,252.32,91.13,1,-175.699,3.957,-178.871,-9.83,33.24,131.49,-12.03,5.37,154.94,60.265,60.845,-22.9719,-9.0344,131.40,254.71,-24.5037,-8.7854,127.74,252.32,0.23505,0
0.4029,1,1,0,1,201.00,170.75,active,156.96,194.28,49.93,1,-175.191,4.413,-178.784,-9.22,36.61,131.37,-9.14,5.56,155.92,61.398,60.921,-22.2321,-4.4180,163.62,152.74,-22.8741,-5.2877,156.96,194.28,0.25221,0
0.4855,1,1,0,1,201.00,170.75,active,183.55,186.71,23.64,1,-174.902,4.415,-178.480,-8.98,35.02,129.78,-8.90,4.86,154.25,60.271,60.451,-21.4338,0.7167,178.72,181.61,-22.1767,-3.4854,183.55,186.71,0.26698,0
0.5651,1,3,1,0,67.00,320.25,active,114.37,258.77,77.61,1,-173.798,4.793,-178.201,-9.09,35.40,130.70,-10.11,4.72,154.81,60.712,59.856,-23.6295,-14.6583,99.21,256.51,-24.6128,-9.1113,114.37,258.77,0.26366,0
0.6791,1,4,1,1,201.00,320.25,active,155.52,274.56,64.47,1,-176.128,4.071,-178.718,-10.65,34.71,129.98,-9.04,6.76,154.15,60.780,60.353,-27.7241,-4.0486,151.70,265.30,-25.1840,-6.1392,155.52,274.56,0.26472,0
0.7743,1,1,0,1,201.00,170.75,active,183.64,203.94,37.46,1,-173.803,4.345,-178.372,-8.37,35.49,130.63,-11.21,5.02,154.16,62.055,61.011,-23.3866,0.3689,189.31,209.76,-23.2814,-3.7729,183.64,203.94,0.24046,0
0.8854,1,1,0,1,201.00,170.75,active,183.12,201.58,35.64,1,-174.745,4.657,-177.970,-6.05,37.10,130.69,-9.04,5.29,154.53,61.724,60.581,-20.5044,-5.1444,185.26,189.69,-23.0971,-4.1644,183.12,201.58,0.25929,0
0.9717,1,1,0,1,201.00,170.75,active,195.71,182.52,12.90,1,-174.537,4.090,-178.026,-9.33,36.06,130.35,-11.05,4.66,155.33,60.652,60.838,-20.4663,-2.5315,193.11,202.24,-22.3605,-3.9421,195.71,182.52,0.27661,0
1.0631,1,1,0,1,201.00,170.75,active,197.01,184.31,14.14,1,-174.335,5.246,-178.007,-9.57,36.58,130.19,-13.22,4.93,155.14,63.019,60.110,-21.0899,-6.9097,194.01,146.69,-22.1243,-2.9043,197.01,184.31,0.23649,0
1.1418,1,1,0,1,201.00,170.75,active,208.16,174.11,7.91,1,-173.747,4.243,-178.426,-9.56,36.15,131.85,-8.50,7.82,153.87,61.261,60.831,-20.7089,-2.8690,170.62,143.25,-21.6889,-2.8298,208.16,174.11,0.24447,0
1.2483,1,1,0,1,201.00,170.75,active,211.62,173.14,10.89,1,-175.377,3.754,-178.864,-11.89,36.34,130.69,-11.42,5.34,154.65,61.026,59.916,-21.0979,-3.3497,225.80,119.10,-21.9593,-2.3607,211.62,173.14,0.26857,0
1.3302,1,1,0,1,201.00,170.75,active,213.93,163.41,14.87,1,-175.398,4.609,-178.377,-7.29,36.82,131.98,-12.72,5.39,153.76,60.924,60.010,-20.6828,-3.7571,221.48,177.17,-21.5741,-1.9054,213.93,163.41,0.27096,0
1.4188,1,1,0,1,201.00,170.75,active,213.81,157.30,18.57,1,-175.821,4.505,-178.069,-10.73,37.25,130.77,-11.15,5.76,156.44,59.956,59.769,-22.6958,-1.1414,193.73,153.53,-21.6522,-2.4182,213.81,157.30,0.26149,0
1.5248,1,1,0,1,201.00,170.75,active,203.19,167.23,4.14,1,-174.704,3.976,-177.979,-10.00,34.97,132.27,-7.22,5.65,154.69,61.497,60.641,-21.0699,-3.4528,215.66,166.65,-21.4051,-2.2913,203.19,167.23,0.24944,0
1.6199,1,1,0,1,201.00,170.75,active,210.51,161.64,13.17,1,-176.253,4.037,-178.208,-12.39,37.08,130.57,-9.99,6.50,156.63,61.914,61.452,-20.0330,-4.8069,220.87,164.26,-21.1593,-3.6013,210.51,161.64,0.25417,0
1.7031,1,1,0,1,201.00,170.75,active,202.94,171.52,2.09,1,-174.870,4.706,-178.349,-8.37,36.84,129.64,-8.51,5.58,153.91,61.544,60.362,-23.4417,0.8628,210.92,190.76,-21.9030,-2.9035,202.94,171.52,0.26791,0
1.8005,2,7,2,1,201.00,469.75,active,206.11,405.40,64.55,1,-173.992,4.679,-178.134,-8.56,36.36,132.36,-8.66,6.39,155.93,61.194,59.889,-30.3927,-2.6460,209.94,434.18,-30.2319,-3.0863,206.11,405.40,0.26493,0
1.9056,2,7,2,1,201.00,469.75,active,205.62,522.17,52.62,1,-174.328,4.613,-178.588,-10.01,34.85,129.78,-11.87,4.57,154.25,61.734,60.526,-33.4482,-1.9630,202.92,532.47,-33.8050,-2.5465,205.62,522.17,0.25468,0
1.9939,2,6,2,0,67.00,469.75,active,126.07,493.66,63.72,1,-176.075,4.551,-178.251,-9.08,35.00,131.48,-9.29,6.06,155.27,60.866,60.896,-31.4311,-5.0437,96.12,500.84,-32.3111,-7.4923,126.07,493.66,0.24643,0
2.0904,2,10,3,1,201.00,619.25,active,231.97,545.44,80.04,1,-174.713,3.951,-178.838,-9.38,37.37,130.20,-9.66,4.40,154.47,61.672,61.117,-34.7752,-1.3214,236.07,585.17,-34.5454,-1.2602,231.97,545.44,0.25905,0
2.1776,2,8,2,2,335.00,469.75,active,283.12,504.39,62.38,1,-175.874,5.169,-177.981,-7.21,36.15,129.98,-11.06,5.03,155.20,61.219,59.830,-31.7980,2.0754,266.33,495.43,-32.5280,0.9323,283.12,504.39,0.24217,0
2.2871,2,8,2,2,335.00,469.75,active,319.96,491.64,26.56,1,-174.679,4.090,-177.703,-10.69,35.68,133.70,-10.05,5.60,153.89,60.403,60.344,-32.5963,4.1402,361.58,498.51,-32.0413,5.2109,319.96,491.64,0.25166,0
2.3777,2,11,3,2,335.00,619.25,active,324.17,551.45,68.66,1,-172.847,3.801,-178.048,-8.24,35.65,132.25,-9.80,5.26,155.68,61.838,61.535,-37.0028,5.0594,338.23,534.69,-35.1735,4.9874,324.17,551.45,0.26502,0
2.5070,2,10,3,1,201.00,619.25,active,244.99,587.56,54.22,1,-174.040,5.001,-178.344,-9.82,34.80,130.33,-9.13,4.69,155.62,61.025,60.796,-33.0132,0.4904,233.28,555.08,-35.9770,-0.0005,244.99,587.56,0.25021,0
2.5836,2,10,3,1,201.00,619.25,active,226.93,606.03,29.10,1,-174.763,4.442,-177.943,-8.94,34.71,129.96,-10.33,6.24,156.31,61.258,59.983,-36.9466,-3.4718,252.22,561.51,-36.0142,-1.4577,226.93,606.03,0.28064,0
