t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0000,1,7,2,1,201.00,469.75,active,200.63,432.60,37.15,1,-174.224,3.582,-178.346,-8.86,34.69,130.40,-11.27,6.12,154.86,60.681,60.366,-30.5312,-6.9909,158.24,434.00,-30.4906,-4.4706,200.63,432.60,0.24241,0
0.1069,1,7,2,1,201.00,469.75,active,201.60,451.02,18.74,1,-175.408,4.251,-179.259,-9.59,35.91,129.20,-11.13,4.99,156.29,60.854,60.130,-30.6007,-6.2726,228.25,461.11,-30.8981,-3.2019,201.60,451.02,0.25347,0
0.2269,1,7,2,1,201.00,469.75,active,189.81,446.94,25.41,1,-174.629,3.741,-178.033,-9.94,35.15,130.85,-8.86,5.02,155.70,60.869,59.997,-32.5325,-4.3644,181.02,427.96,-30.5151,-4.1153,189.81,446.94,0.26798,0
0.3333,1,6,2,0,67.00,469.75,active,115.26,465.54,48.44,1,-174.326,4.378,-178.525,-9.31,36.11,129.61,-8.83,4.76,155.60,60.934,61.871,-32.3159,-6.6045,142.34,495.23,-31.6300,-8.6728,115.26,465.54,0.24197,0
0.4292,1,9,3,0,67.00,619.25,active,87.42,549.30,72.87,1,-175.329,3.887,-178.212,-9.34,36.66,129.65,-9.99,6.58,155.08,60.519,59.563,-33.5329,-9.6109,79.82,548.19,-34.6631,-11.4036,87.42,549.30,0.26827,0
0.5126,1,7,2,1,201.00,469.75,active,231.37,436.51,45.02,1,-175.469,4.845,-178.757,-10.49,35.94,130.07,-10.69,5.17,155.81,59.888,60.709,-32.0264,-4.1927,220.78,446.01,-31.0540,-0.8936,231.37,436.51,0.25670,0
0.6076,1,7,2,1,201.00,469.75,active,222.66,460.88,23.40,1,-175.985,4.017,-178.293,-9.49,36.20,132.36,-12.88,5.38,155.56,60.715,59.870,-32.2073,1.8002,214.06,446.97,-31.9617,-1.8047,222.66,460.88,0.25594,0
0.6892,1,7,2,1,201.00,469.75,active,207.65,466.13,7.57,1,-176.133,5.143,-178.220,-10.00,35.34,130.83,-8.88,4.68,155.52,60.482,60.067,-29.3616,0.5758,207.25,477.38,-32.2333,-2.2515,207.65,466.13,0.26441,0
0.7827,1,9,3,0,67.00,619.25,active,131.22,544.56,98.50,1,-175.828,3.965,-177.778,-8.87,36.42,130.01,-9.33,7.42,155.71,61.258,61.236,-33.2421,-9.2329,125.16,564.79,-34.3125,-7.0122,131.22,544.56,0.26418,0
0.8937,1,7,2,1,201.00,469.75,active,179.08,497.61,35.45,1,-176.345,4.389,-178.203,-9.14,34.46,129.52,-11.19,5.67,155.49,61.924,60.106,-33.2559,-7.6867,187.80,475.56,-33.2463,-4.9161,179.08,497.61,0.25566,0
