t_s,trial,cell_idx,row,col,target_x,target_y,phase,pred_x,pred_y,err_pt,in_cell,head_yaw_deg,head_pitch_deg,head_roll_deg,head_tx_mm,head_ty_mm,head_tz_mm,eye_cam_x_mm,eye_cam_y_mm,eye_cam_z_mm,pupil_left_px,pupil_right_px,raw_pitch_deg,raw_yaw_deg,raw_pred_x,raw_pred_y,filt_pitch_deg,filt_yaw_deg,filt_pred_x,filt_pred_y,ear,blink_held
0.0000,1,8,2,2,335.00,469.75,active,273.30,519.87,79.49,1,-174.817,4.674,-178.192,-8.92,34.61,130.16,-11.12,5.76,153.71,61.379,62.348,-33.4879,2.4737,294.05,480.71,-34.0007,0.6369,273.30,519.87,0.25810,0
0.0963,1,11,3,2,335.00,619.25,active,304.00,586.31,45.23,1,-175.064,5.239,-178.514,-10.73,36.83,130.52,-12.01,5.36,156.19,60.920,60.385,-36.8615,1.7357,301.20,567.16,-35.3206,2.7805,304.00,586.31,0.25123,0
0.1827,1,10,3,1,201.00,619.25,active,247.63,606.24,48.41,1,-175.818,4.495,-178.459,-8.29,37.32,130.61,-10.41,3.69,155.81,59.559,60.193,-34.7743,-0.8783,249.42,610.65,-36.6645,-0.7698,247.63,606.24,0.24288,0
0.2880,1,8,2,2,335.00,469.75,active,288.07,530.83,77.03,1,-173.824,4.345,-178.441,-12.76,36.35,131.49,-9.34,5.54,154.35,61.203,61.554,-33.6949,2.9092,300.16,516.67,-33.3982,2.1391,288.07,530.83,0.24583,0
0.3771,1,8,2,2,335.00,469.75,active,306.95,512.58,51.20,1,-173.819,5.130,-177.861,-9.58,34.01,129.98,-9.24,5.81,154.32,61.882,60.414,-33.2582,2.0382,307.01,490.72,-33.9007,3.0846,306.95,512.58,0.25474,0
0.4879,1,7,2,1,201.00,469.75,active,245.28,491.99,49.55,1,-175.118,4.278,-178.105,-10.09,35.65,130.16,-10.76,4.52,156.92,60.221,61.046,-31.1466,-4.0003,270.53,485.71,-32.5721,-0.3183,245.28,491.99,0.25526,0
0.5672,1,8,2,2,335.00,469.75,active,299.58,480.16,36.92,1,-174.493,4.814,-178.829,-6.88,35.62,127.64,-11.15,7.14,155.49,61.124,60.508,-31.6199,5.3099,290.12,487.79,-32.2668,3.4419,299.58,480.16,0.24446,0
0.6816,1,11,3,2,335.00,619.25,active,318.82,553.11,68.09,1,-175.605,4.124,-178.418,-9.60,36.03,129.48,-13.84,4.68,154.81,60.756,60.361,-34.0717,0.7360,299.81,566.61,-33.9627,3.7690,318.82,553.11,0.25545,0
0.7824,1,11,3,2,335.00,619.25,active,327.84,584.74,35.25,1,-174.923,4.597,-178.707,-10.51,36.85,131.17,-11.54,4.09,154.00,60.118,60.325,-36.1508,7.7220,309.85,532.18,-36.0006,4.7674,327.84,584.74,0.26103,0
0.8937,1,11,3,2,335.00,619.25,active,329.04,577.44,42.23,1,-174.806,4.328,-178.098,-11.42,36.21,129.03,-10.43,5.70,155.36,59.919,61.538,-34.6833,3.2622,326.57,558.63,-34.6929,4.7347,329.04,577.44,0.25799,0
